domain,cse_target,true_label,predicted_label,ensemble_score,individual_scores
say1uvga.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
shaidty8dv.vercel.app/gor,sbi.co.in,1,1,0.6787649071159817,"{'random_forest': np.float64(0.6314940476190478), 'xgboost': np.float32(0.614733), 'neural_network': np.float32(0.999991), 'rule_engine': 0.5}"
vndns.vercel.app,sbi.co.in,1,1,0.6714287801129477,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999925), 'rule_engine': 0.5}"
sav6ftyuj.vercel.app/qml,sbi.co.in,1,1,0.6722702209097998,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59901696), 'neural_network': np.float32(0.9999913), 'rule_engine': 0.5}"
syeh2vfty.vercel.app/sg,sbi.co.in,1,1,0.6708827439887183,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.9999923), 'rule_engine': 0.5}"
kldss.vercel.app/,sbi.co.in,1,1,0.6714288695199149,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999929), 'rule_engine': 0.5}"
shab3vta.vercel.app/pwr,sbi.co.in,1,1,0.6708827439887183,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.9999923), 'rule_engine': 0.5}"
syertv2aj.vercel.app,sbi.co.in,1,1,0.6708830569131033,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.99999386), 'rule_engine': 0.5}"
shaty7dv.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
shgav5ya.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
svaswer1.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
shaidty8dv.vercel.app,sbi.co.in,1,1,0.6708829377038138,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.9999933), 'rule_engine': 0.5}"
shay1ucv.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
syajd1ga.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
shaj3dy.vercel.app,sbi.co.in,1,1,0.6677436931473868,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.999995), 'rule_engine': 0.5}"
sha2yeva.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
sahjj3vdy.vercel.app,sbi.co.in,1,1,0.6708830569131033,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.99999386), 'rule_engine': 0.5}"
sjab7vdt.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
styvsais.vercel.app,sbi.co.in,1,1,0.6704288248164313,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.99999267), 'rule_engine': 0.5}"
sakd3yvha.vercel.app,sbi.co.in,1,1,0.6708830569131033,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.99999386), 'rule_engine': 0.5}"
sua4ydha.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
ssft2yb.vercel.app,sbi.co.in,1,1,0.6677436931473868,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.999995), 'rule_engine': 0.5}"
shay9ua.vercel.app,sbi.co.in,1,1,0.6677436931473868,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.999995), 'rule_engine': 0.5}"
sajv3dny.vercel.app,sbi.co.in,1,1,0.6667435739380972,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
syuc1ia.vercel.app,sbi.co.in,1,1,0.6677436931473868,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.999995), 'rule_engine': 0.5}"
sja2bvr.vercel.app,sbi.co.in,1,1,0.6677436931473868,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.999995), 'rule_engine': 0.5}"
fresh-self-chi.vercel.app,sbi.co.in,1,1,0.6823564147892452,"{'random_forest': np.float64(0.6314940476190478), 'xgboost': np.float32(0.6237127), 'neural_network': np.float32(0.99998903), 'rule_engine': 0.5}"
ahsh.vercel.app,sbi.co.in,1,1,0.6764005740029471,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999917), 'rule_engine': 0.5}"
sdzxxs.vercel.app,sbi.co.in,1,1,0.6714288099152701,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999926), 'rule_engine': 0.5}"
vssa-silk.vercel.app,sbi.co.in,1,1,0.6745385352713721,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.6046871), 'neural_network': np.float32(0.99999255), 'rule_engine': 0.5}"
s1srahb.vercel.app/,sbi.co.in,1,1,0.666743633542742,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999947), 'rule_engine': 0.5}"
lioou.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
thiol.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
new-contact.vercel.app,sbi.co.in,1,1,0.6745382372481482,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.6046871), 'neural_network': np.float32(0.99999106), 'rule_engine': 0.5}"
new-contect-del.vercel.app,sbi.co.in,1,1,0.68235647439389,"{'random_forest': np.float64(0.6314940476190478), 'xgboost': np.float32(0.6237127), 'neural_network': np.float32(0.99998933), 'rule_engine': 0.5}"
um-ten.vercel.app,sbi.co.in,1,1,0.6714288844210761,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.999993), 'rule_engine': 0.5}"
devdm.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
shgav5ya.vercel.app/pwr,sbi.co.in,1,1,0.6708827439887183,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.9999923), 'rule_engine': 0.5}"
nxms.vercel.app,sbi.co.in,1,1,0.6764006038052695,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999919), 'rule_engine': 0.5}"
sahj5dvty.vercel.app,sbi.co.in,1,1,0.6708830569131033,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.99999386), 'rule_engine': 0.5}"
mkloi.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
hgfhjk-khfx.vercel.app/firstpage.html,sbi.co.in,1,1,0.6831428131711431,"{'random_forest': np.float64(0.6066228354978356), 'xgboost': np.float32(0.64121944), 'neural_network': np.float32(0.99999654), 'rule_engine': 0.5}"
bvcdm.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
hgfhjk-wour.vercel.app,sbi.co.in,1,1,0.6745382372481482,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.6046871), 'neural_network': np.float32(0.99999106), 'rule_engine': 0.5}"
dagsa.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
srthgjh-6576.vercel.app/firstpage.html,sbi.co.in,1,1,0.6796198508393713,"{'random_forest': np.float64(0.6066228354978356), 'xgboost': np.float32(0.6324112), 'neural_network': np.float32(0.99999833), 'rule_engine': 0.5}"
ndjs-lovat.vercel.app/,sbi.co.in,1,1,0.6745382521493094,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.6046871), 'neural_network': np.float32(0.9999911), 'rule_engine': 0.5}"
srthgjh-6576.vercel.app,sbi.co.in,1,1,0.6708832208258765,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.9999947), 'rule_engine': 0.5}"
vbhg.vercel.app,sbi.co.in,1,1,0.6764005740029471,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999917), 'rule_engine': 0.5}"
sbveel-tyr6798i.vercel.app/,sbi.co.in,1,1,0.6645994746628262,"{'random_forest': np.float64(0.6264940476190478), 'xgboost': np.float32(0.5824424), 'neural_network': np.float32(0.999995), 'rule_engine': 0.5}"
sbitu-87uyt.vercel.app,sbi.co.in,1,1,0.6708827588898795,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.59554774), 'neural_network': np.float32(0.99999243), 'rule_engine': 0.5}"
sbitu-87uyt.vercel.app/firstpage.html,sbi.co.in,1,1,0.6796196273219534,"{'random_forest': np.float64(0.6066228354978356), 'xgboost': np.float32(0.6324112), 'neural_network': np.float32(0.99999726), 'rule_engine': 0.5}"
sbl-re56.vercel.app/firstpage.html,sbi.co.in,1,1,0.6796195081126638,"{'random_forest': np.float64(0.6066228354978356), 'xgboost': np.float32(0.6324112), 'neural_network': np.float32(0.99999666), 'rule_engine': 0.5}"
egahs.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
ashqd.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
sbbi-nctg.vercel.app,sbi.co.in,1,1,0.6745385352713721,"{'random_forest': np.float64(0.6306607142857145), 'xgboost': np.float32(0.6046871), 'neural_network': np.float32(0.99999255), 'rule_engine': 0.5}"
mjikl.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
okiut.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.99999243), 'rule_engine': 0.5}"
sbbi.vercel.app,sbi.co.in,1,1,0.6764005442006247,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999916), 'rule_engine': 0.5}"
vcxd.vercel.app,sbi.co.in,1,1,0.6764005889041083,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.99999183), 'rule_engine': 0.5}"
nvcdf.vercel.app,sbi.co.in,1,1,0.6714287801129477,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999925), 'rule_engine': 0.5}"
yjau.vercel.app/a2,sbi.co.in,1,1,0.667743708048548,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999951), 'rule_engine': 0.5}"
aswrt.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
yhaga.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
aswrr.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
bnaqq.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.99999243), 'rule_engine': 0.5}"
nndaq.vercel.app,sbi.co.in,1,1,0.6714287801129477,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999925), 'rule_engine': 0.5}"
hgaqw.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
thhg.vercel.app,sbi.co.in,1,1,0.6764005889041083,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999918), 'rule_engine': 0.5}"
my-next-app-silk-gamma.vercel.app,sbi.co.in,1,1,0.6789330695919145,"{'random_forest': np.float64(0.6122895021645023), 'xgboost': np.float32(0.6271533), 'neural_network': np.float32(0.99999684), 'rule_engine': 0.5}"
agsw.vercel.app,sbi.co.in,1,1,0.6764005740029471,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999917), 'rule_engine': 0.5}"
cahq.vercel.app,sbi.co.in,1,1,0.6764005889041083,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.99999183), 'rule_engine': 0.5}"
nminv.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.99999243), 'rule_engine': 0.5}"
eiol.vercel.app,sbi.co.in,1,1,0.6764005889041083,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999918), 'rule_engine': 0.5}"
niooi.vercel.app,sbi.co.in,1,1,0.6714287652117865,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.59441274), 'neural_network': np.float32(0.9999924), 'rule_engine': 0.5}"
sbik3.vercel.app,sbi.co.in,1,1,0.6677435739380972,"{'random_forest': np.float64(0.6346607142857144), 'xgboost': np.float32(0.58519876), 'neural_network': np.float32(0.9999944), 'rule_engine': 0.5}"
sbei.vercel.app,sbi.co.in,1,1,0.6764005442006247,"{'random_forest': np.float64(0.6309107142857144), 'xgboost': np.float32(0.60918635), 'neural_network': np.float32(0.9999916), 'rule_engine': 0.5}"
